track_name,artists,album_name,track_genre,valence,energy,emotion_id
Call You Mine (Acoustic Piano),Ben Woodward,Call You Mine (Acoustic Piano),acoustic,0.766,0.297,6
For Now,Kina Grannis,In the Waiting,acoustic,0.329,0.249,4
Sweet Dream,Greg Laswell,Three Flights From Alto Nido,acoustic,0.19,0.234,4
Love Nwantiti,Andrew Foy,Love Nwantiti,acoustic,0.498,0.158,4
Stars Are on Your Side,Ross Copperman,Stars Are on Your Side,acoustic,0.191,0.625,0
We Don't Talk Anymore / Cold (feat. Sara Phillips),Jonah Baker;Sara Phillips,Covers,acoustic,0.599,0.328,6
Superman,Joe Brooks,Constellation Me,acoustic,0.416,0.653,0
Chasing Cars,Boyce Avenue,"Cover Sessions, Vol. 5",acoustic,0.0877,0.331,4
Calm Me Down,Zack Tabudlo,Episode,acoustic,0.437,0.49,4
KISSして,Masaharu Fukuyama,KISSして,acoustic,0.644,0.851,3
Binibini (Last Day On Earth) (feat. James TW),Zack Tabudlo;James TW,Binibini (Last Day On Earth),acoustic,0.101,0.391,4
Left for America,Ciaran Lavery,Kosher,acoustic,0.25,0.384,4
Ramparts,John Frusciante,To Record Only Water For Ten Days (U.S. Version),acoustic,0.73,0.428,6
Hold On - Acoustic,Chord Overstreet,Hold On (Acoustic),acoustic,0.246,0.259,4
Dust to Dust,The Civil Wars,The Civil Wars,acoustic,0.2,0.265,4
Good night,Masaharu Fukuyama,Good night,acoustic,0.221,0.498,4
As You Are,Zack Tabudlo,As You Are,acoustic,0.447,0.438,4
Binibini,Zack Tabudlo,Episode,acoustic,0.0979,0.374,4
It Aint Me,Sara Farell,#Covers,acoustic,0.421,0.415,4
Say Something,A Great Big World,Is There Anybody Out There?,acoustic,0.142,0.158,4
The Lotto,Ingrid Michaelson;AJR,The Lotto,acoustic,0.872,0.748,3
Tamacun,Rodrigo y Gabriela,Rodrigo Y Gabriela,acoustic,0.971,0.914,3
Make It Without You,Andrew Belle,The Ladder,acoustic,0.161,0.205,4
Dream,Priscilla Ahn,A Good Day,acoustic,0.158,0.248,4
"Big Love, Small Moments",JJ Heller,"Big Love, Small Moments",acoustic,0.278,0.282,4
I Am Not Alone,Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,acoustic,0.228,0.18,4
Stand Your Ground,Joshua Hyslop,Echos,acoustic,0.686,0.271,6
Perfect Man,Front Porch Step,I Never Loved Before I Found You,acoustic,0.338,0.704,0
あ。っという間はあるさ,Takehara Pistol,It's My Life,acoustic,0.94,0.895,3
Tell The World,Eric Hutchinson,Pure Fiction,acoustic,0.706,0.854,3
Ain't No Reason,Brett Dennen,So Much More (Special Edition),acoustic,0.432,0.358,4
A Month from Now,Rail Yard Ghosts,Songs from the Lowdown,acoustic,0.739,0.619,3
What If,Five For Fighting,Bookmarks,acoustic,0.592,0.895,3
Pussy Cat,The Bridge City Sinners,Bridge City Sinners,acoustic,0.644,0.702,3
Polaroid Picture,Frank Turner,Tape Deck Heart (Deluxe Edition),acoustic,0.341,0.604,0
I Bet On Flying High,Matt Costa,sadsadchristmas,acoustic,0.346,0.359,4
I Bet On Flying High,Matt Costa,Christmas Vibes But Not Christmas Songs,acoustic,0.346,0.359,4
I Bet On Flying High,Matt Costa,Acoustic Christmas Campfire,acoustic,0.346,0.359,4
Mirrors - Acoustic,Jonah Baker,Mirrors (Acoustic),acoustic,0.445,0.287,4
To the Wonder (feat. Kina Grannis),Aqualung;Kina Grannis,10 Futures,acoustic,0.259,0.46,4
Stay - Acoustic,Jonah Baker,Stay - Acoustic,acoustic,0.297,0.221,4
太陽さん,Ichiko Aoba,マホロボシヤ,acoustic,0.362,0.0353,4
Oh What A Love,Kina Grannis,Oh What A Love,acoustic,0.0647,0.064,4
Leave The Lights On,Meiko,The Bright Side,acoustic,0.661,0.821,3
I Won't Let You Down,Erin McCarley,I Won't Let You Down,acoustic,0.0919,0.329,4
Look For The Good (Single Version),Jason Mraz,Look For The Good,acoustic,0.746,0.615,3
Stargazing,Isabella Celander,Stargazing,acoustic,0.525,0.204,6
Bad Liar,Roses & Frey,Bad Liar,acoustic,0.176,0.195,4
Is It You,Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 3",acoustic,0.445,0.743,0
Slow Down Time,Us The Duo,Slow Down Time,acoustic,0.433,0.657,0
2002 - Acoustic,Amber Leigh Irish,Simply Acoustic,acoustic,0.611,0.296,6
Sweeter,Jess Penner,"Love, Love, Love",acoustic,0.551,0.377,6
Heat Waves - Acoustic,Daniel Robinson,Heat Waves (Acoustic),acoustic,0.495,0.338,4
アジアの純真,Yosui Inoue;Tamio Okuda,ショッピング,acoustic,0.871,0.83,3
If the World Was Ending - Acoustic,Jonah Baker;Celine,If the World Was Ending (Acoustic),acoustic,0.457,0.202,4
Comes And Goes (In Waves),Greg Laswell,Three Flights From Alto Nido,acoustic,0.155,0.698,0
ながれ星,Masaharu Fukuyama,残響,acoustic,0.238,0.408,4
Dusk Till Dawn - Acoustic,Blame Jones,Acoustic Versions,acoustic,0.29,0.244,4
Don't Wanna Leave You,Ben Woodward,Don't Wanna Leave You,acoustic,0.549,0.644,3
Passenger Seat,Stephen Speaks,Passenger Seat,acoustic,0.644,0.769,3
Love,Matt White,Best Days,acoustic,0.759,0.684,3
Hallelujah,Boyce Avenue,"Cover Sessions, Vol. 6",acoustic,0.163,0.21,4
Ashes,Madi Diaz,Phantom,acoustic,0.0676,0.254,4
明日の☆SHOW,Masaharu Fukuyama,残響,acoustic,0.516,0.603,3
Love Me Like You Do,Boyce Avenue,"Cover Sessions, Vol. 4",acoustic,0.248,0.254,4
Lost Sparks,Canyon City,Bluebird,acoustic,0.264,0.3,4
Who We Are,Tristan Prettyman,Back to Home,acoustic,0.153,0.507,0
Heart (Original Version),Masaharu Fukuyama,SING A SONG,acoustic,0.693,0.842,3
It'll Be Alright,JJ Heller,It'll Be Alright,acoustic,0.181,0.324,4
Everybody,Ingrid Michaelson,Everybody,acoustic,0.48,0.636,0
Kabilugan Ng Buwan,Mark Oblea,Kabilugan Ng Buwan,acoustic,0.313,0.402,4
Keep Breathing,Ingrid Michaelson,Be OK,acoustic,0.187,0.308,4
Fast Car,Boyce Avenue;Kina Grannis,"Cover Sessions, Vol. 2",acoustic,0.508,0.251,6
Just the Way You Are,Boyce Avenue,"Cover Sessions, Vol. 2",acoustic,0.212,0.296,4
The Ladder,Andrew Belle,The Ladder,acoustic,0.315,0.608,0
HELLO (Original Version),Masaharu Fukuyama,HELLO,acoustic,0.511,0.861,3
接吻,Hanare Gumi,だれそかれそ,acoustic,0.65,0.296,6
Can't Keep It Inside,Brett Dennen;Benedict Cumberbatch,August: Osage County (Original Motion Picture Soundtrack),acoustic,0.395,0.0646,4
明日天気になれ,Hanare Gumi,音タイム,acoustic,0.621,0.705,3
IT'S ONLY LOVE,Masaharu Fukuyama,IT'S ONLY LOVE,acoustic,0.413,0.734,0
それがすべてさ,Masaharu Fukuyama,虹/ひまわり/それがすべてさ,acoustic,0.425,0.89,0
I Don't Wanna Love Somebody Else,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,acoustic,0.345,0.22,4
Burn It All!,RENT STRIKE,Burn It All!,acoustic,0.157,0.424,4
Carried Me With You,Brandi Carlile,Onward (Original Motion Picture Soundtrack),acoustic,0.372,0.666,0
"O, Pennsyltucky!",Mischief Brew,This Is Not for Children,acoustic,0.462,0.624,0
"I Believed You, William Blake",Frank Turner,No Man's Land,acoustic,0.334,0.526,0
Pepperspray,Get Dead,Dancing with the Curse,acoustic,0.719,0.675,3
Stickup,Get Dead,Dancing with the Curse,acoustic,0.207,0.837,0
Heaven - Acoustic,Grace George,Heaven (Acoustic),acoustic,0.487,0.24,4
Soldier's Eyes,Jack Savoretti,Days Gone (Original Soundtrack),acoustic,0.415,0.289,4
Asleep Among Endives,Ichiko Aoba,Asleep Among Endives,acoustic,0.148,0.0318,4
Symphony - Acoustic,Thomas Daniel,Symphony,acoustic,0.105,0.208,4
When I Was Your Man,Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",acoustic,0.163,0.237,4
Save Your Tears - Acoustic,Amber Leigh Irish,Save Your Tears (Acoustic),acoustic,0.247,0.111,4
Koi,Gen Hoshino,POP VIRUS,acoustic,0.878,0.819,3
July Bones,Richard Walters,A.M.,acoustic,0.155,0.27,4
Autumn Breeze,Kaiak;Viktoria Tolstoy,Autumn Breeze,acoustic,0.208,0.334,4
Save Your Tears,Boyce Avenue,Save Your Tears,acoustic,0.294,0.275,4
You're Still The One - Acoustic,Bailey Rushlow,You're Still The One (Acoustic),acoustic,0.398,0.168,4
Somebody Loved,Kina Grannis,Somebody Loved,acoustic,0.637,0.107,6
Rise,Boyce Avenue,"Cover Sessions, Vol. 4",acoustic,0.354,0.177,4
Bohemian Rhapsody - Acoustic,John Adams,Bohemian Rhapsody (Acoustic),acoustic,0.349,0.0665,4
As It Was - Acoustic,Amber Leigh Irish,As It Was (Acoustic),acoustic,0.513,0.0477,6
Wish List,Canyon City,Wish List,acoustic,0.32,0.11,4
Beautiful Disaster,Chord Overstreet,Beautiful Disaster,acoustic,0.214,0.27,4
Fake a smile,Wayne Mack,Fake a smile,acoustic,0.274,0.191,4
Marigold,Aimyon,Momentary Sixth Sense,acoustic,0.413,0.745,0
River Flows In You,Sungha Jung,Irony,acoustic,0.11,0.23,4
Kill Me Pretty,Tamio Okuda,Bullet Train (Original Motion Picture Soundtrack),acoustic,0.271,0.796,0
No Matter Where You Are,Us The Duo,No Matter Where You Are,acoustic,0.436,0.664,0
I Like You,Ben Rector,The Walking in Between,acoustic,0.397,0.334,4
The Mess I Made,Parachute,Losing Sleep,acoustic,0.17,0.572,0
Dream a Little Dream of Me,Zee Avi,Zee Avi's Nightlight,acoustic,0.428,0.0879,4
"Here, Right Now",Joshua Radin,"Here, Right Now",acoustic,0.492,0.391,4
Wonderful Tonight,Boyce Avenue,Wonderful Tonight,acoustic,0.286,0.299,4
Salvation,Gabrielle Aplin,English Rain,acoustic,0.229,0.267,4
Wilderness,Jon Bryant,Twenty Something,acoustic,0.138,0.209,4
恋人 (Original Version),Masaharu Fukuyama,Calling,acoustic,0.47,0.336,4
I Just Called To Say I Love You,Bailey Pelkman;Randy Rektor,Acoustic Duets,acoustic,0.348,0.257,4
Fall on Me,A Great Big World;Christina Aguilera,Particles,acoustic,0.225,0.268,4
Song To Sing When I'm Lonely,John Frusciante,Shadows Collide With People,acoustic,0.419,0.673,0
A Drop In the Ocean,Ron Pope,Daylight,acoustic,0.492,0.363,4
Have Yourself a Merry Little Christmas,Tres Hermanas,Have Yourself a Merry Little Christmas,acoustic,0.265,0.268,4
Message (Original Version),Masaharu Fukuyama,Message/今 このひとときが 遠い夢のように,acoustic,0.589,0.791,3
Beautiful In White,Matt Johnson,"Acoustic Hits, Vol. 3",acoustic,0.233,0.278,4
Heaven Is a Place on Earth,The Mayries,#Acoustic #2,acoustic,0.335,0.176,4
Passenger Seat (Acoustic),Stephen Speaks,No More Doubt,acoustic,0.688,0.437,6
Guaranteed - Humming Version,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic,0.343,0.339,4
"Hang Me, Oh Hang Me",Dave Van Ronk,Folksinger,acoustic,0.395,0.0273,4
The Afterglow,John Frusciante;Josh Klinghoffer,A Sphere in the Heart of Silence,acoustic,0.369,0.869,0
Eat the Meek,Frank Turner,West Coast vs. Wessex,acoustic,0.334,0.913,0
The Trouble with Wanting,Joy Williams,Front Porch,acoustic,0.19,0.198,4
You Are the Best Thing,Ray LaMontagne,Gossip In The Grain,acoustic,0.885,0.727,3
Boycott Me!,Mischief Brew,Bacchanal 'N' Philadelphia,acoustic,0.69,0.509,3
To Risk to Live,Days N Daze;Freddie Boatright,Crustfall,acoustic,0.929,0.567,3
"The Legend of Olog-hai, Pt. 1",The Bridge City Sinners,Unholy Hymns,acoustic,0.389,0.574,0
No Christmas For Me,Zee Avi,Acoustic Christmas Campfire,acoustic,0.35,0.313,4
This One's for Johnny,Get Dead,Tall Cans & Loose Ends,acoustic,0.586,0.772,3
Graveyard - Acoustic,Highland Peak,Graveyard,acoustic,0.235,0.249,4
bouquet,Ichiko Aoba,amuletum bouquet,acoustic,0.115,0.044,4
こころをこめて,Aoi Teshima,Highlights from Aoi Works II,acoustic,0.242,0.254,4
Paradise,AcousticTrench,Paradise,acoustic,0.221,0.191,4
Better,Parachute,Parachute,acoustic,0.213,0.249,4
Laid,Matt Nathanson,American Wedding,acoustic,0.744,0.89,3
Same For You,Lee DeWyze,Oil & Water,acoustic,0.489,0.433,4
2U - Acoustic Version,Clementine Duo,2U (Acoustic Version),acoustic,0.305,0.192,4
Duet,Rachael Yamagata,Elephants...Teeth Sinking Into Heart (Standard Version),acoustic,0.146,0.14,4
I'll Say I Do,Brandon Chase,I'll Say I Do,acoustic,0.295,0.31,4
Anyone,Bailey Jehl,Anyone,acoustic,0.309,0.208,4
Start of Time,Gabrielle Aplin,English Rain,acoustic,0.0844,0.461,4
Give Me Your Forever,Zack Tabudlo,In The Mood For Love,acoustic,0.301,0.363,4
Heat Waves,Bailey Jehl,Heat Waves,acoustic,0.401,0.248,4
There She Goes,Clementine Duo,There She Goes,acoustic,0.527,0.28,6
Wells,Joshua Hyslop,Wells,acoustic,0.217,0.444,4
God Only Knows,Kina Grannis;Imaginary Future,God Only Knows,acoustic,0.507,0.125,6
Afterglow,Andrew Foy;Renee Foy,Afterglow,acoustic,0.299,0.168,4
Burn The Rain,Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),acoustic,0.626,0.415,6
Already Mine,Us The Duo,Just Love,acoustic,0.198,0.175,4
きみはぼくのともだち,Hanare Gumi,オアシス,acoustic,0.203,0.027,4
Never Be the Same,Gabrielle Aplin,Never Be the Same,acoustic,0.288,0.674,0
All Is Well,Austin Basham,You and Me for Now,acoustic,0.245,0.413,4
My Mistake,Gabrielle Aplin,Dear Happy,acoustic,0.0943,0.271,4
Near Or Far,Us The Duo,Us,acoustic,0.512,0.317,6
Without a Light,Drew Holcomb & The Neighbors,Without a Light,acoustic,0.485,0.435,4
Lonely With Me,Parachute,Wide Awake,acoustic,0.628,0.809,3
Time After Time,Boyce Avenue;Megan Davies;Jaclyn Davies,"Cover Sessions, Vol. 4",acoustic,0.243,0.321,4
So Are You To Me,Eastmountainsouth,Eastmountainsouth,acoustic,0.231,0.0783,4
My Arms Were Always Around You,Peter Bradley Adams,A Face Like Mine,acoustic,0.422,0.436,4
Dance Me to the End of Love - Bonus,The Civil Wars,Barton Hollow,acoustic,0.298,0.178,4
Photographs,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic,0.321,0.353,4
Baby Now That I Found You,Suy Galvez,Bossa Best,acoustic,0.49,0.531,0
Right Here Waiting,Suy Galvez,Bossa Best,acoustic,0.478,0.467,4
Smokestack Lightnin',Howlin' Wolf,Moanin' In The Moonlight,acoustic,0.588,0.342,6
Passenger Seat,Stephen Speaks,No More Doubt,acoustic,0.769,0.554,3
Feels Like Rain (feat. Bonnie Raitt),Buddy Guy;Bonnie Raitt,Feels Like Rain,acoustic,0.34,0.348,4
Sugar Babe,Mance Lipscomb,The Best of Mance Lipscomb,acoustic,0.547,0.4,6
Blister In The Sun,Violent Femmes,Violent Femmes,acoustic,0.882,0.537,3
"Little Blue Pills, Pt. 2",Days N Daze,The Oogle Deathmachine,acoustic,0.961,0.672,3
Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,Drei Rana;Selena Marie,Paano Ang Simbang Gabi (Kung 'Di Ka Katabi),acoustic,0.113,0.462,4
Bob,Frank Turner,West Coast vs. Wessex,acoustic,0.361,0.713,0
Psycho,Harley Poe,Have a Great Life.,acoustic,0.422,0.823,0
Perfect Government,Frank Turner,West Coast vs. Wessex,acoustic,0.607,0.876,3
The Fear,The Bridge City Sinners,Unholy Hymns,acoustic,0.698,0.674,3
Living My Best Life,Ben Rector,The Joy of Music,acoustic,0.636,0.733,3
Haven't Been Doing So Well,Frank Turner,FTHC (Deluxe),acoustic,0.799,0.892,3
"The Legend of Olog-hai, Pt. 2",The Bridge City Sinners,Unholy Hymns,acoustic,0.462,0.729,0
You and Me On The Rock (feat. Lucius),Brandi Carlile;Lucius,In These Silent Days,acoustic,0.725,0.686,3
Glitch,Get Dead,Dancing with the Curse,acoustic,0.662,0.696,3
A Thousand Years - Acoustic,Jonah Baker,A Thousand Years (Acoustic),acoustic,0.269,0.114,4
2 Oceans,Trevor Hall;Marieme,2 Oceans,acoustic,0.209,0.569,0
Golden Hour - Acoustic Piano,Ben Woodward,Golden Hour,acoustic,0.118,0.289,4
Without Me,Brandon Chase,Without Me,acoustic,0.268,0.301,4
You & Me (The Wildfire),Aron Wright,You & Me (The Wildfire),acoustic,0.0621,0.24,4
Dancing With A Stranger,Sara Farell,Dancing With A Stranger,acoustic,0.261,0.18,4
Pero,Zack Tabudlo,Pero,acoustic,0.206,0.412,4
Good 4 U (Acoustic),Jonah Baker,Good 4 U (Acoustic),acoustic,0.422,0.178,4
And Then You,Greg Laswell,Three Flights From Alto Nido,acoustic,0.552,0.342,6
Here With Me - Acoustic,Daniel Robinson,Here With Me (Acoustic),acoustic,0.52,0.299,6
I'll Be There For You (Friends Theme),Boyce Avenue,"Cover Sessions, Vol. 3",acoustic,0.524,0.305,6
Habang Buhay,Zack Tabudlo,Habang Buhay,acoustic,0.183,0.668,0
So Far so Good,Gabrielle Aplin,Dear Happy,acoustic,0.679,0.565,3
More Than Gravity,Colin & Caroline,More Than Gravity,acoustic,0.217,0.468,4
Fade into You,Andrew Belle,Fade into You,acoustic,0.371,0.398,4
東京にもあったんだ,Masaharu Fukuyama,東京にもあったんだ / 無敵のキミ,acoustic,0.241,0.702,0
あの夏も 海も 空も,Masaharu Fukuyama,5年モノ,acoustic,0.328,0.631,0
21 Guns,Bailey Jehl,21 Guns,acoustic,0.279,0.119,4
Waves,Canyon City,Midnight Waves,acoustic,0.253,0.357,4
Running Up That Hill (A Deal With God) - Acoustic,Jonah Baker,Running Up That Hill (A Deal With God) [Acoustic],acoustic,0.427,0.134,4
Poison's Gone,Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),acoustic,0.0897,0.258,4
18 ~eighteen~,Masaharu Fukuyama,残響,acoustic,0.44,0.76,0
Build Me Up Buttercup,Kina Grannis,Build Me Up Buttercup,acoustic,0.576,0.0963,6
Umbrella - Acoustic Version,The Mayries,#Acoustic,acoustic,0.353,0.278,4
Home,Gabrielle Aplin,English Rain,acoustic,0.248,0.29,4
You're My Home,Joshua Radin,The Ghost and the Wall,acoustic,0.337,0.518,0
vs.2013 ~知覚と快楽の螺旋~,Masaharu Fukuyama,vs.2013 ~知覚と快楽の螺旋~,acoustic,0.543,0.925,3
I Like Me Better,Ysabelle Cuevas,Ysabelle,acoustic,0.431,0.209,4
The Remedy (I Won't Worry),Jason Mraz,Waiting for My Rocket to Come,acoustic,0.795,0.867,3
Something Stupid,Bailey Pelkman;Randy Rektor,Acoustic Duets,acoustic,0.491,0.261,4
Hanap-Hanap,Ethan Loukas;Janine Teñoso,Hanap-Hanap,acoustic,0.488,0.239,4
The Will To Death,John Frusciante,The Will To Death,acoustic,0.296,0.113,4
Boulevard of Broken Dreams (Acoustic),Adam Christopher,Boulevard of Broken Dreams (Acoustic),acoustic,0.341,0.149,4
Can't Help Falling In Love,Kina Grannis,The Living Room Sessions Vol. 3,acoustic,0.132,0.143,4
Eloise,Penny and Sparrow,Finch,acoustic,0.405,0.415,4
Help Me,Sonny Boy Williamson II,More Real Folk Blues,acoustic,0.771,0.436,6
Everytime We Touch (Acoustic),Shannon & Keast,Acoustic Love,acoustic,0.203,0.139,4
Let It Be Me,Ray LaMontagne,Gossip In The Grain,acoustic,0.331,0.283,4
Beer,Mia Rollo,Saktong Akustik,acoustic,0.54,0.493,6
Someone Like You,Boyce Avenue,"Cover Sessions, Vol. 2",acoustic,0.264,0.207,4
You've Got a Friend,Suy Galvez,Bossa Best,acoustic,0.326,0.487,4
This Little Light of Mine,JJ Heller,This Little Light of Mine,acoustic,0.151,0.26,4
Amazing Grace,Takehara Pistol,GOOD LUCK TRACK,acoustic,0.38,0.26,4
Remnants of What People Used to Be,Days N Daze,Rogue Taxidermy,acoustic,0.894,0.611,3
Linda Ronstadt,AJJ,Christmas Island,acoustic,0.29,0.516,0
Unsteady - Acoustic Covers Versions of Popular Songs,SANNA NORTH,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,acoustic,0.383,0.343,4
Heart's Content,Brandi Carlile,Bear Creek,acoustic,0.402,0.209,4
The Damned,The Bridge City Sinners,Unholy Hymns,acoustic,0.637,0.577,3
Hot Knives,Pigeon Pit,Treehouse,acoustic,0.311,0.44,4
Nickel Plated,Get Dead,Dancing with the Curse,acoustic,0.4,0.893,0
Peaches - Acoustic,Adam Christopher,Peaches (Acoustic),acoustic,0.707,0.243,6
You,A Great Big World,You,acoustic,0.34,0.31,4
Swimmers,Andrew Belle,Nightshade,acoustic,0.0571,0.599,0
Live Like We're Dying,Kris Allen,Kris Allen,acoustic,0.94,0.893,3
Somebody That I Used To Know,Lúc,Somebody That I Used To Know,acoustic,0.343,0.123,4
Lost Without You,Ben Woodward,Lost Without You,acoustic,0.38,0.534,0
"One more time, One more chance",Masayoshi Yamazaki,HOME,acoustic,0.331,0.408,4
you broke me first,The Mayries,you broke me first,acoustic,0.369,0.3,4
Skylight,Gabrielle Aplin,Never Be the Same,acoustic,0.362,0.566,0
Game of Thrones,Edy Hafler,Game of Thrones,acoustic,0.153,0.309,4
Nothing Like You and I,The Perishers,Let There Be Morning (Bonus Track Version),acoustic,0.38,0.291,4
Wanted Man,Mat Kearney,CRAZYTALK,acoustic,0.677,0.319,6
Back To You,The Mayries,Back To You,acoustic,0.174,0.256,4
何度でも花が咲くように私を生きよう,Masaharu Fukuyama,何度でも花が咲くように私を生きよう,acoustic,0.153,0.423,4
Scared to Be Lonely,Boyce Avenue,"Cover Sessions, Vol. 4",acoustic,0.467,0.169,4
Sappy - Early Demo,Kurt Cobain,Montage Of Heck: The Home Recordings,acoustic,0.172,0.289,4
Ancient Light,Allman Brown,1000 Years,acoustic,0.189,0.208,4
I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version,Sara Farell;Simon Samaeng,#Covers,acoustic,0.289,0.349,4
Before You Go,Andrew Foy;Renee Foy,Before You Go,acoustic,0.411,0.0866,4
Ships In The Night,Mat Kearney,Young Love,acoustic,0.134,0.885,0
Only You,Joshua Radin,We Were Here,acoustic,0.831,0.255,6
Waver,Sakura Fujiwara,SUPERMARKET,acoustic,0.636,0.682,3
Missing Peace,JJ Heller,Missing Peace,acoustic,0.38,0.317,4
聖域,Masaharu Fukuyama,聖域,acoustic,0.636,0.871,3
Firework,Canyon City,Midnight Waves,acoustic,0.425,0.32,4
Such A Simple Thing - Recorded at Sound Stage Studios Nashville,Ray LaMontagne,Spotify Singles,acoustic,0.143,0.334,4
"Sad Theme (From ""One Punch Man"")",Eddie van der Meer,Anime Songs #3,acoustic,0.49,0.162,4
Don't Know What I Want,Gabrielle Aplin,Never Be the Same,acoustic,0.192,0.349,4
Call Me,Gabrielle Aplin,Never Be the Same,acoustic,0.303,0.468,4
True,Suy Galvez,Bossa Best,acoustic,0.423,0.525,0
I Can't Make You Love Me,Boyce Avenue;Rachel Grae,I Can't Make You Love Me,acoustic,0.204,0.222,4
