name,artist,tags,genre,valence,energy,danceability,acousticness,tempo,spotify_preview_url,spotify_id,tags_list,mood_tags,mood_text
In My Place,Coldplay,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, 00s, britpop, mellow",Rock,0.218,0.566,0.423,0.0526,144.688,https://p.scdn.co/mp3-preview/e152576c5affbc6d08bb5b67ff0f4d18e29914ce?cid=774b29d4f13844c495f206cafdad9c86,0M1MFIuPCxRitJ4lF7q3tx,"['rock', 'alternative', 'indie', 'pop', 'alternative_rock', 'indie_rock', 'british', 'chillout', '00s', 'britpop', 'mellow']","['chillout', 'mellow']",chillout mellow
No One Knows,Queens of the Stone Age,"rock, alternative, alternative_rock, hard_rock, 00s",,0.716,0.516,0.508,0.015,170.901,https://p.scdn.co/mp3-preview/7c75e26bfc6cddd2c87a55ccb5e7e765607c3706?cid=774b29d4f13844c495f206cafdad9c86,063ZwzDTRdyhMa4mKqpfnv,"['rock', 'alternative', 'alternative_rock', 'hard_rock', '00s']",[],
Rape Me,Nirvana,"rock, alternative, alternative_rock, 90s, grunge",Rock,0.255,0.739,0.417,0.0186,111.928,https://p.scdn.co/mp3-preview/06f5dbdf848611605f68fc1e60c92d1cf12db93a?cid=774b29d4f13844c495f206cafdad9c86,11Tm0hw3DDF1gqU0kSEwiC,"['rock', 'alternative', 'alternative_rock', '90s', 'grunge']",[],
Polly,Nirvana,"rock, alternative, alternative_rock, 90s, acoustic, grunge",,0.437,0.392,0.618,0.683,115.075,https://p.scdn.co/mp3-preview/360148780dc61c6f6b07b82f10e7521a07e864ce?cid=774b29d4f13844c495f206cafdad9c86,0xHch89AN9RlN8Nm4kJzs3,"['rock', 'alternative', 'alternative_rock', '90s', 'acoustic', 'grunge']",['acoustic'],acoustic
Hurt,Johnny Cash,"rock, classic_rock, folk, singer_songwriter, acoustic, country, beautiful, cover",,0.184,0.304,0.521,0.803,90.819,https://p.scdn.co/mp3-preview/88a729f6865d2c72c481d5a543d4bcb302310414?cid=774b29d4f13844c495f206cafdad9c86,1jHhOrH4kIhjLFvagzvw1s,"['rock', 'classic_rock', 'folk', 'singer_songwriter', 'acoustic', 'country', 'beautiful', 'cover']","['acoustic', 'beautiful']",acoustic beautiful
High and Dry,Radiohead,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, acoustic, beautiful, britpop",,0.352,0.383,0.418,0.0718,87.773,https://p.scdn.co/mp3-preview/7cc39826315239401b8bac4317c14c35ecdbcd58?cid=774b29d4f13844c495f206cafdad9c86,0LNkoLBBuDYHc5OKY2bOvx,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', 'british', '90s', 'acoustic', 'beautiful', 'britpop']","['acoustic', 'beautiful']",acoustic beautiful
Such Great Heights,The Postal Service,"rock, electronic, alternative, indie, pop, indie_rock, indie_pop, love",,0.199,0.814,0.649,0.00918,174.979,https://p.scdn.co/mp3-preview/0185e782194fa2fecba88d96ad9afb4fff8d6406?cid=774b29d4f13844c495f206cafdad9c86,0cs7BfenkAuxTVJv96KMme,"['rock', 'electronic', 'alternative', 'indie', 'pop', 'indie_rock', 'indie_pop', 'love']",['love'],love
Mardy Bum,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",Rock,0.312,0.599,0.634,0.0288,112.215,https://p.scdn.co/mp3-preview/4964cbac745e7e8ef3968b684ba291e8c756c579?cid=774b29d4f13844c495f206cafdad9c86,0gNQKJ5uTPeuxF2iVJAUAc,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', 'british', '00s', 'britpop']",[],
Fake Plastic Trees,Radiohead,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, love, beautiful, britpop, mellow",Rock,0.134,0.229,0.454,0.167,73.552,https://p.scdn.co/mp3-preview/9f661dae7578998a5817c65210ff23fbfa1a0c74?cid=774b29d4f13844c495f206cafdad9c86,045sp2JToyTaaKyXkGejPy,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', 'british', '90s', 'love', 'beautiful', 'britpop', 'mellow']","['love', 'beautiful', 'mellow']",love beautiful mellow
Sweet Home Alabama,Lynyrd Skynyrd,"rock, classic_rock, 70s, blues_rock",Rock,0.855,0.542,0.575,0.324,97.804,https://p.scdn.co/mp3-preview/56c87d16c2f7514de3887a75e1084849b4f33198?cid=774b29d4f13844c495f206cafdad9c86,00I3Ty0pd83FWrPufrF03P,"['rock', 'classic_rock', '70s', 'blues_rock']",[],
This Love,Maroon 5,"rock, alternative, pop, alternative_rock, love, 00s, pop_rock",RnB,0.764,0.862,0.714,0.0609,95.038,https://p.scdn.co/mp3-preview/86ee8e73aa2c439b7f772e939c5c5f542dca32d1?cid=774b29d4f13844c495f206cafdad9c86,0mIllpvSLn6pEgBNTkCmKX,"['rock', 'alternative', 'pop', 'alternative_rock', 'love', '00s', 'pop_rock']",['love'],love
Don't Look Back in Anger,Oasis,"rock, alternative, indie, alternative_rock, british, 90s, britpop",,0.216,0.913,0.354,0.0255,163.934,https://p.scdn.co/mp3-preview/5b82274e20e152fa933b2ce8db18aa5120e0bd1a?cid=774b29d4f13844c495f206cafdad9c86,0dgwXPvMBoEtA4iljLy0zY,"['rock', 'alternative', 'indie', 'alternative_rock', 'british', '90s', 'britpop']",[],
Speed of Sound,Coldplay,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, piano, 00s, britpop, mellow",Rock,0.355,0.898,0.523,0.00491,123.085,https://p.scdn.co/mp3-preview/739f1ff67c5b9a416d7a1136c2e15b53a67bdce9?cid=774b29d4f13844c495f206cafdad9c86,1CAPtD2FgB23xGewa3nqkg,"['rock', 'alternative', 'indie', 'pop', 'alternative_rock', 'indie_rock', 'british', 'piano', '00s', 'britpop', 'mellow']",['mellow'],mellow
Break on Through (to the Other Side),The Doors,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",,0.789,0.751,0.421,0.202,89.839,https://p.scdn.co/mp3-preview/d8f685ff9b50f2f6f7672fc86642df000b195481?cid=774b29d4f13844c495f206cafdad9c86,1OdO2milIwmQTkIkLZyPo0,"['rock', 'classic_rock', 'psychedelic', '60s', 'psychedelic_rock']",[],
Here Without You,3 Doors Down,"rock, alternative, alternative_rock, love",,0.202,0.541,0.552,0.049,144.011,https://p.scdn.co/mp3-preview/182be4ef37fdfa43e0e0f39d1851a48189512d23?cid=774b29d4f13844c495f206cafdad9c86,0AG5b5RfnsTUmKWni1WrVT,"['rock', 'alternative', 'alternative_rock', 'love']",['love'],love
Black Hole Sun,Soundgarden,"rock, alternative, alternative_rock, 90s, grunge",,0.139,0.829,0.369,0.000199,105.414,https://p.scdn.co/mp3-preview/7dfd9e00e578f29f88afb25c42511e3c42893524?cid=774b29d4f13844c495f206cafdad9c86,00akIMQYqZtMOq20xIOQId,"['rock', 'alternative', 'alternative_rock', '90s', 'grunge']",[],
Sultans of Swing,Dire Straits,"rock, classic_rock, 80s, 70s, guitar",Rock,0.921,0.815,0.736,0.0763,148.152,https://p.scdn.co/mp3-preview/a00a90236f87d059c5a9ff481680a29f7a60e8bb?cid=774b29d4f13844c495f206cafdad9c86,00C4IJWpY3k2cmo7dHuSs1,"['rock', 'classic_rock', '80s', '70s', 'guitar']",[],
Another One Bites the Dust,Queen,"rock, classic_rock, hard_rock, 80s, british",,0.757,0.526,0.935,0.104,109.974,https://p.scdn.co/mp3-preview/c105fe344eed632ebb72a1a0ed8efcfb5a47c6ff?cid=774b29d4f13844c495f206cafdad9c86,0ibKC39pfwJSXY6ZNSbmJN,"['rock', 'classic_rock', 'hard_rock', '80s', 'british']",[],
Learn to Fly,Foo Fighters,"rock, alternative, alternative_rock, 90s, grunge",,0.527,0.931,0.439,1.92e-05,135.944,https://p.scdn.co/mp3-preview/371ecdede3dda7f49d04ba01ee7c6087abd31e79?cid=774b29d4f13844c495f206cafdad9c86,0mWiuXuLAJ3Brin3Or2x6v,"['rock', 'alternative', 'alternative_rock', '90s', 'grunge']",[],
Kryptonite,3 Doors Down,"rock, alternative, alternative_rock, hard_rock",,0.529,0.805,0.546,0.00636,99.01,https://p.scdn.co/mp3-preview/785242ace267b27c97483eb51c5a0c6a54807611?cid=774b29d4f13844c495f206cafdad9c86,0cb0Ks7AHEG2WojvmxBf1x,"['rock', 'alternative', 'alternative_rock', 'hard_rock']",[],
Radioactive,Imagine Dragons,"rock, alternative, indie, alternative_rock, indie_rock, american",,0.232,0.765,0.471,0.133,136.351,https://p.scdn.co/mp3-preview/da67866af09b9906c4f828eb9dd18719e9655e97?cid=774b29d4f13844c495f206cafdad9c86,07k45oBi6TbbwB2fxCcGl5,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', 'american']",[],
Are You Gonna Be My Girl,Jet,"rock, alternative, indie, alternative_rock, indie_rock",,0.591,0.927,0.596,0.00137,104.708,https://p.scdn.co/mp3-preview/f0e6e6d1835303097ef22037f333f8c057463146?cid=774b29d4f13844c495f206cafdad9c86,0bCdJzPO8jzme0oCAtIZxr,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock']",[],
Wake Me Up When September Ends,Green Day,"rock, alternative, indie, alternative_rock, punk, punk_rock, american, 00s",,0.146,0.814,0.546,0.023,104.98,https://p.scdn.co/mp3-preview/a83eedd6b982d4afdc2ceaeb458f471118ad78aa?cid=774b29d4f13844c495f206cafdad9c86,0rWZLMLDOFn7xAtwJrGDuj,"['rock', 'alternative', 'indie', 'alternative_rock', 'punk', 'punk_rock', 'american', '00s']",[],
Last Nite,The Strokes,"rock, alternative, indie, alternative_rock, indie_rock, 00s",Rock,0.797,0.899,0.624,0.0223,104.055,https://p.scdn.co/mp3-preview/dd2111a218b3007e3e23a6be300a87f02aee045a?cid=774b29d4f13844c495f206cafdad9c86,1zfcJIw2XkBoBSOzLDbiM5,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', '00s']",[],
All Apologies,Nirvana,"rock, alternative, alternative_rock, 90s, grunge",,0.423,0.666,0.446,0.0533,113.347,https://p.scdn.co/mp3-preview/ef80e817943da1bdccd7984a12a3539d3db66e43?cid=774b29d4f13844c495f206cafdad9c86,0Bb6Ew55idKQ8IYTiQNnKy,"['rock', 'alternative', 'alternative_rock', '90s', 'grunge']",[],
Fake Tales of San Francisco,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Rock,0.702,0.772,0.453,0.0109,127.148,https://p.scdn.co/mp3-preview/93d7fa28380ae4499a16dececa48b7a117bd44ea?cid=774b29d4f13844c495f206cafdad9c86,1RqqEU82PZFxy9AOntKosx,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', 'british', 'britpop']",[],
Don't Stop Me Now,Queen,"rock, classic_rock, 80s, british, 70s",Pop,0.23,0.863,0.45,0.0502,159.335,https://p.scdn.co/mp3-preview/6042b8adbf1102b28d5da81aa952134af83080b1?cid=774b29d4f13844c495f206cafdad9c86,0ch4H0B6RvfOvpI47YXyre,"['rock', 'classic_rock', '80s', 'british', '70s']",[],
Fluorescent Adolescent,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",Pop,0.813,0.818,0.647,0.00196,112.109,https://p.scdn.co/mp3-preview/cb8560b45aa0d4028e94a2648686c460641074d0?cid=774b29d4f13844c495f206cafdad9c86,02Y78WneC8bUaKWouKl00v,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', 'british', '00s', 'britpop']",[],
Buddy Holly,Weezer,"rock, alternative, indie, alternative_rock, indie_rock, 90s, american",Rock,0.771,0.92,0.556,0.00271,121.138,https://p.scdn.co/mp3-preview/8e4fe24146a0acac840e9f3ed45f92b684bd96bf?cid=774b29d4f13844c495f206cafdad9c86,0gOyllwzM7IvfuYZ903zNv,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', '90s', 'american']",[],
Island in the Sun,Weezer,"rock, alternative, indie, pop, alternative_rock, indie_rock, 90s, 00s, mellow, chill",,0.692,0.802,0.654,0.00698,114.637,https://p.scdn.co/mp3-preview/466f86cec2ab7d9248f93fab9221511cacc88c31?cid=774b29d4f13844c495f206cafdad9c86,07n8herweO0s6AmVvWGg38,"['rock', 'alternative', 'indie', 'pop', 'alternative_rock', 'indie_rock', '90s', '00s', 'mellow', 'chill']","['mellow', 'chill']",mellow chill
Banquet,Bloc Party,"rock, alternative, indie, alternative_rock, indie_rock, british, post_punk, britpop",Rock,0.756,0.967,0.568,0.00163,149.949,https://p.scdn.co/mp3-preview/c458c74ad185378340fe18e7ea32214136ac27bc?cid=774b29d4f13844c495f206cafdad9c86,10DvIvSGKXCbAQtWsmJ5TF,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', 'british', 'post_punk', 'britpop']",[],
Fortunate Son,Creedence Clearwater Revival,"rock, classic_rock, 60s",Rock,0.45,0.761,0.631,0.0562,132.498,https://p.scdn.co/mp3-preview/3136857b0f683af80257d8641b8e2680ddd8f2ce?cid=774b29d4f13844c495f206cafdad9c86,02W3Xt0zd4cXTQ923Cx9Q3,"['rock', 'classic_rock', '60s']",[],
1979,The Smashing Pumpkins,"rock, alternative, indie, alternative_rock, 90s, grunge",Rock,0.963,0.806,0.77,0.0153,126.888,https://p.scdn.co/mp3-preview/133a9c8c49f32b3efa5addbd4fc1a553382da3d0?cid=774b29d4f13844c495f206cafdad9c86,0x2RFa998GW2SJ0taSn9W6,"['rock', 'alternative', 'indie', 'alternative_rock', '90s', 'grunge']",[],
Lonely Day,System of a Down,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Rock,0.215,0.796,0.47,0.362,113.108,https://p.scdn.co/mp3-preview/b11499607c5ba42aae537b0aebd3bef92f335eba?cid=774b29d4f13844c495f206cafdad9c86,0EJHR4yvxC4TdLdbmQ9Ktq,"['rock', 'alternative', 'metal', 'alternative_rock', 'hard_rock', 'nu_metal']",[],
Every Breath You Take,The Police,"rock, pop, classic_rock, 80s, british, new_wave",,0.476,0.788,0.515,0.37,118.326,https://p.scdn.co/mp3-preview/7c08076943943824bf2e2c64e67ed98aa3a31713?cid=774b29d4f13844c495f206cafdad9c86,04BZpl14RpYqAtSb5ec5kz,"['rock', 'pop', 'classic_rock', '80s', 'british', 'new_wave']",[],
How You Remind Me,Nickelback,"rock, alternative, alternative_rock, hard_rock",Rock,0.538,0.763,0.44,0.00119,172.159,https://p.scdn.co/mp3-preview/bce58ffc6c70e0fcf2f2c0228f794743a07569ab?cid=774b29d4f13844c495f206cafdad9c86,0F2nGhgFNlkVHm81zNEvW6,"['rock', 'alternative', 'alternative_rock', 'hard_rock']",[],
Don't Speak,No Doubt,"rock, alternative, pop, female_vocalists, alternative_rock, 90s, love, pop_rock, ska",,0.572,0.707,0.522,0.24,76.05,https://p.scdn.co/mp3-preview/3a7c3123dcbdc8454977a9be7c90875bc3438569?cid=774b29d4f13844c495f206cafdad9c86,0usJ6ywAqqeJx1nQl5SWlP,"['rock', 'alternative', 'pop', 'female_vocalists', 'alternative_rock', '90s', 'love', 'pop_rock', 'ska']",['love'],love
Light My Fire,The Doors,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",Rock,0.523,0.619,0.424,0.278,130.514,https://p.scdn.co/mp3-preview/587df1d06b120c97f7859c8e47f7f59ac65096f0?cid=774b29d4f13844c495f206cafdad9c86,04Z8wWkZ9jUFXIbjs1sgUt,"['rock', 'classic_rock', 'psychedelic', '60s', 'psychedelic_rock']",[],
We Will Rock You,Queen,"rock, classic_rock, hard_rock, 80s, british, 70s",Rock,0.494,0.44,0.69,0.654,81.234,https://p.scdn.co/mp3-preview/77650d27f9d1c150eaacf12ab83ce62b2e99dca0?cid=774b29d4f13844c495f206cafdad9c86,03jhnLcIT8C4DhXnNecOZv,"['rock', 'classic_rock', 'hard_rock', '80s', 'british', '70s']",[],
Dream On,Aerosmith,"rock, classic_rock, hard_rock, 70s",,0.175,0.528,0.412,0.298,79.962,https://p.scdn.co/mp3-preview/4c7fea33f70ea10631656c9bccace988ee2aaa42?cid=774b29d4f13844c495f206cafdad9c86,07KHJvlYBeQVqrmifTEqEp,"['rock', 'classic_rock', 'hard_rock', '70s']",[],
The Kids Aren't Alright,The Offspring,"rock, alternative, alternative_rock, punk, punk_rock, 90s",Rock,0.812,0.945,0.512,0.006,99.552,https://p.scdn.co/mp3-preview/74fd14ff0029da616e14376e853697dc10079783?cid=774b29d4f13844c495f206cafdad9c86,1kYq9r2xSLCPbCpb6jvr4V,"['rock', 'alternative', 'alternative_rock', 'punk', 'punk_rock', '90s']",[],
Everything in Its Right Place,Radiohead,"rock, electronic, alternative, indie, alternative_rock, ambient, experimental, british, chillout",,0.0625,0.451,0.306,0.698,123.957,https://p.scdn.co/mp3-preview/54f1a88d16e6a4be7f82fccc62f8047652686b16?cid=774b29d4f13844c495f206cafdad9c86,0EbbQxW5KqDo2lS4Uxtoz5,"['rock', 'electronic', 'alternative', 'indie', 'alternative_rock', 'ambient', 'experimental', 'british', 'chillout']",['chillout'],chillout
Boys Don't Cry,The Cure,"rock, alternative, indie, pop, alternative_rock, 80s, british, new_wave, post_punk",,0.639,0.837,0.459,0.00444,169.434,https://p.scdn.co/mp3-preview/12a0aab22cf5bc7d9f2d28068f8aa64de2982497?cid=774b29d4f13844c495f206cafdad9c86,0a3cUjyu8R1UC3MyIawZlA,"['rock', 'alternative', 'indie', 'pop', 'alternative_rock', '80s', 'british', 'new_wave', 'post_punk']",[],
Just Like Heaven,The Cure,"rock, alternative, pop, alternative_rock, 80s, british, new_wave, post_punk, love",,0.754,0.975,0.445,0.019,151.094,https://p.scdn.co/mp3-preview/7a0e874d160460227cd70fab9778e0902c812aaf?cid=774b29d4f13844c495f206cafdad9c86,00JSPaZtV49IMMtmMDqrcX,"['rock', 'alternative', 'pop', 'alternative_rock', '80s', 'british', 'new_wave', 'post_punk', 'love']",['love'],love
One Step Closer,Linkin Park,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Rock,0.538,0.969,0.492,0.0014,95.136,https://p.scdn.co/mp3-preview/4859175e37ab4336af22f983fec6d2d126a2b1de?cid=774b29d4f13844c495f206cafdad9c86,0jLPZfxVzioMLFVx4dcIy1,"['rock', 'alternative', 'metal', 'alternative_rock', 'hard_rock', 'nu_metal']",[],
Violet Hill,Coldplay,"rock, alternative, indie, pop, alternative_rock, british, 00s, britpop",Rock,0.109,0.587,0.332,0.0571,76.051,https://p.scdn.co/mp3-preview/d1203aa08085a764cc2d494e48f6aaf58b244e59?cid=774b29d4f13844c495f206cafdad9c86,0aeknkZO0MWCdgwlNMypib,"['rock', 'alternative', 'indie', 'pop', 'alternative_rock', 'british', '00s', 'britpop']",[],
Beautiful Day,U2,"rock, alternative, pop, classic_rock, pop_rock",,0.5,0.737,0.533,0.0148,136.178,https://p.scdn.co/mp3-preview/e12ab124cc3fa80a08affe22e2327fe78750d24b?cid=774b29d4f13844c495f206cafdad9c86,0A5PumFRR67jUbWuzRQOKX,"['rock', 'alternative', 'pop', 'classic_rock', 'pop_rock']",[],
With or Without You,U2,"rock, alternative, pop, classic_rock, 80s, love",,0.118,0.49,0.546,0.000122,109.943,https://p.scdn.co/mp3-preview/72edee9a1e8aa1548a4f86b58c5c9e0965e26591?cid=774b29d4f13844c495f206cafdad9c86,07F7HYI1I8i5JWDhEVWCmm,"['rock', 'alternative', 'pop', 'classic_rock', '80s', 'love']",['love'],love
I Hate Everything About You,Three Days Grace,"rock, alternative, metal, alternative_rock, hard_rock",,0.474,0.798,0.481,0.005,89.344,https://p.scdn.co/mp3-preview/47ac6065d405d9b4f5ef6cea48e954244b49d185?cid=774b29d4f13844c495f206cafdad9c86,0iWMnHtF1EFfRIWTYfx7Wi,"['rock', 'alternative', 'metal', 'alternative_rock', 'hard_rock']",[],
The Reason,Hoobastank,"rock, alternative, pop, alternative_rock, love, pop_rock",RnB,0.0716,0.585,0.464,0.00948,82.852,https://p.scdn.co/mp3-preview/b88392e350a215b5f6f4cf309b6ceabe925ec1a8?cid=774b29d4f13844c495f206cafdad9c86,0f9Ux3Lv1GWGHMyyOgGhbC,"['rock', 'alternative', 'pop', 'alternative_rock', 'love', 'pop_rock']",['love'],love
November Rain,Guns N' Roses,"rock, classic_rock, hard_rock, 80s, 90s",,0.272,0.679,0.329,0.0259,80.029,https://p.scdn.co/mp3-preview/86bd9e53c656d8fad82d7e442a3ef3af28781c9c?cid=774b29d4f13844c495f206cafdad9c86,11C3oTzP4WJ2UlU3TzHtCK,"['rock', 'classic_rock', 'hard_rock', '80s', '90s']",[],
People Are Strange,The Doors,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",,0.769,0.472,0.679,0.675,119.665,https://p.scdn.co/mp3-preview/f63e989a2e7d5c11558f02698882857a51b56a91?cid=774b29d4f13844c495f206cafdad9c86,02RLmWWvhxyvQN93obEr24,"['rock', 'classic_rock', 'psychedelic', '60s', 'psychedelic_rock']",[],
The Middle,Jimmy Eat World,"rock, alternative, indie, pop, alternative_rock, punk, indie_rock, punk_rock, emo",,0.927,0.848,0.644,0.0358,162.15,https://p.scdn.co/mp3-preview/83ddcacd75ace7ba3619fc03e87a7882821f5280?cid=774b29d4f13844c495f206cafdad9c86,0a31rjLfRD2SG0J0aB7CuG,"['rock', 'alternative', 'indie', 'pop', 'alternative_rock', 'punk', 'indie_rock', 'punk_rock', 'emo']",[],
Gimme Shelter,The Rolling Stones,"rock, classic_rock, british, 60s",,0.492,0.632,0.631,0.484,118.649,https://p.scdn.co/mp3-preview/68d5b58730777f3e521918ff895c24c1f8ec250d?cid=774b29d4f13844c495f206cafdad9c86,0t7ttzoe3dV0mah4lBI2kx,"['rock', 'classic_rock', 'british', '60s']",[],
My Hero,Foo Fighters,"rock, alternative, alternative_rock, hard_rock, 90s, grunge",,0.301,0.919,0.367,4.23e-05,153.954,https://p.scdn.co/mp3-preview/ea1fb01ec4f28f204b1591c2953d1f6c886941e2?cid=774b29d4f13844c495f206cafdad9c86,0BkxuWDGOf8d0m6HG9XmeM,"['rock', 'alternative', 'alternative_rock', 'hard_rock', '90s', 'grunge']",[],
All Along the Watchtower,Jimi Hendrix,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, guitar, cover",,0.562,0.787,0.433,0.00287,113.363,https://p.scdn.co/mp3-preview/5eec2933740ab3984340d5f004813f8275e1bb97?cid=774b29d4f13844c495f206cafdad9c86,0GuQcX8wTe8bUZ72ZncR7m,"['rock', 'classic_rock', 'blues', 'psychedelic', '60s', 'psychedelic_rock', 'guitar', 'cover']",[],
Hey There Delilah,Plain White T's,"rock, alternative, indie, pop, indie_rock, acoustic, emo, love, beautiful, mellow",Rock,0.372,0.261,0.451,0.981,100.46,https://p.scdn.co/mp3-preview/fbac064e4b0b969269bb8f0120b12ee588bf50bf?cid=774b29d4f13844c495f206cafdad9c86,03U2Ypm7VifnymUMQC0CUh,"['rock', 'alternative', 'indie', 'pop', 'indie_rock', 'acoustic', 'emo', 'love', 'beautiful', 'mellow']","['acoustic', 'love', 'beautiful', 'mellow']",acoustic love beautiful mellow
When the Sun Goes Down,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",Rock,0.415,0.868,0.35,0.0357,169.631,https://p.scdn.co/mp3-preview/a94924e4d62c59fe7f1b35b2cb219b490518449d?cid=774b29d4f13844c495f206cafdad9c86,0bgpvcmfscIdN41ZPwHy5H,"['rock', 'alternative', 'indie', 'alternative_rock', 'indie_rock', 'british', '00s', 'britpop']",[],
Like a Rolling Stone,Bob Dylan,"rock, classic_rock, folk, singer_songwriter, acoustic, 60s, oldies",,0.531,0.717,0.486,0.747,95.52,https://p.scdn.co/mp3-preview/f0eec1a1dbd31bf51cf323d2981535ec4fc5a568?cid=774b29d4f13844c495f206cafdad9c86,00mvg9j0RqyqqwrugBTVPr,"['rock', 'classic_rock', 'folk', 'singer_songwriter', 'acoustic', '60s', 'oldies']",['acoustic'],acoustic
The House of the Rising Sun,The Animals,"rock, classic_rock, british, 60s, oldies, blues_rock",,0.29,0.563,0.298,9.67e-05,117.505,https://p.scdn.co/mp3-preview/da7cd6105e6aaf6339bfd62ce077cae0d255832a?cid=774b29d4f13844c495f206cafdad9c86,042wAFeo5OJweqkEom50sN,"['rock', 'classic_rock', 'british', '60s', 'oldies', 'blues_rock']",[],
